# EASEL=@xsyetopz/easel@0.7.0	THREE=three@0.185.1	entry=src/Three.Core.js
# columns: state	subject	kind	EASEL	THREE
# state: = both; < EASEL-only; > THREE-only; ! same name but different public shape; EASEL limits: CPU/Canvas2D; affine UV; baked flat/Gouraud; no GPU/shader/PBR/shadow/environment-map surface; limits do not describe THREE core
<	CurvePath.length	accessor	instance r number	-
!	CurvePath.toJSON	method	instance () => Record<string, unknown>	instance () => any
=	CurvePath.type	field	instance rw string	instance rw string
=	CurvePath.updateArcLengths	method	instance () => void	instance () => void
<	CurveType	record	type = "centripetal" | "chordal" | "catmullrom"	-
>	CustomBlending	const	-	const number
>	CustomToneMapping	const	-	const number
!	CylinderGeometry	class	class extends Geometry	class extends BufferGeometry
=	CylinderGeometry.constructor	constructor	instance (radiusTop: number = 1, radiusBottom: number = 1, height: number = 1, radialSegments: number = 32, heightSegments: number = 1, openEnded: boolean = false, thetaStart: number = 0, thetaLength: number = Math.PI * 2) => CylinderGeometry	instance (radiusTop: number = 1, radiusBottom: number = 1, height: number = 1, radialSegments: number = 32, heightSegments: number = 1, openEnded: boolean = false, thetaStart: number = 0, thetaLength: number = Math.PI * 2) => CylinderGeometry
>	CylinderGeometry.copy	method	-	instance (source: any) => this
>	CylinderGeometry.fromJSON	method	-	static (data: Object) => CylinderGeometry
!	CylinderGeometry.parameters	field	instance rw Record<string, unknown>	instance rw Object
=	CylinderGeometry.type	field	instance rw string	instance rw string
=	Cylindrical	class	class	class
=	Cylindrical.clone	method	instance () => Cylindrical	instance () => Cylindrical
=	Cylindrical.constructor	constructor	instance (radius: number = 1, theta: number = 0, y: number = 0) => Cylindrical	instance (radius: number = 1, theta: number = 0, y: number = 0) => Cylindrical
!	Cylindrical.copy	method	instance (c: Cylindrical) => this	instance (other: Cylindrical) => Cylindrical
!	Cylindrical.radius	accessor/field	instance rw number	instance rw number
!	Cylindrical.set	method	instance (radius: number, theta: number, y: number) => this	instance (radius: number, theta: number, y: number) => Cylindrical
!	Cylindrical.setFromCartesianCoords	method	instance (x: number, y: number, z: number) => this	instance (x: number, y: number, z: number) => Cylindrical
!	Cylindrical.setFromVector3	method	instance (v: { x: number; y: number; z: number }) => this	instance (v: Vector3) => Cylindrical
!	Cylindrical.theta	accessor/field	instance rw number	instance rw number
!	Cylindrical.y	accessor/field	instance rw number	instance rw number
<	DDSLoader	class	class extends DataTextureLoader	-
<	DDSLoader.constructor	constructor	instance (manager: LoadingManager | undefined = void 0) => DDSLoader	-
<	DDSLoader.parse	method	instance (buffer: ArrayBuffer, loadMipmaps: boolean = true) => DDSParseResult	-
<	DDSLoader.toDataTexture	method	instance (result: DDSParseResult, mipmap: number = 0) => DataTexture	-
<	DDSMipmap	record	interface { readonly data: Uint8ClampedArray; readonly width: number; readonly height: number }	-
<	DDSParseResult	record	interface { readonly data: Uint8ClampedArray; readonly width: number; readonly height: number; readonly mipmaps: readonly DDSMipmap[]; readonly mipmapCount: number; readonly isCubemap: boolean; readonly pixelFormat: DDSPixelFormat; readonly compressed: false }	-
<	DDSPixelFormat	record	type = "rgba8" | "bgra8" | "rgb8" | "bgr8"	-
<	DEFAULT_MATRIX_AUTO_UPDATE	const	const true	-
<	DEFAULT_MATRIX_WORLD_AUTO_UPDATE	const	const true	-
<	DEFAULT_UP	const	const Vector3	-
<	DEG2RAD	const	const 0.017453292519943295	-
<	DashedLineMaterial	class	class extends LineMaterial	-
<	DashedLineMaterial.clone	method	instance () => DashedLineMaterial	-
<	DashedLineMaterial.constructor	constructor	instance (options: DashedLineMaterialOptions = {}) => DashedLineMaterial	-
<	DashedLineMaterial.copy	method	instance (source: DashedLineMaterial) => this	-
<	DashedLineMaterial.dashSize	accessor	instance rw number	-
<	DashedLineMaterial.gapSize	accessor	instance rw number	-
<	DashedLineMaterial.isDashedLineMaterial	accessor	instance r true	-
<	DashedLineMaterial.toJSON	method	instance () => DashedLineMaterialJSON	-
<	DashedLineMaterial.type	field	instance rw string	-
<	DashedLineMaterialJSON	record	interface extends LineMaterialJSON { dashSize: number; gapSize: number }	-
<	DashedLineMaterialOptions	record	interface extends LineMaterialOptions { readonly dashSize?: number; readonly gapSize?: number }	-
>	Data3DTexture	class	-	class extends Texture
>	Data3DTexture.constructor	constructor	-	instance (data: ?TypedArray = null, width: number = 1, height: number = 1, depth: number = 1) => Data3DTexture
>	Data3DTexture.isData3DTexture	field	-	instance ro boolean
>	Data3DTexture.wrapR	field	-	instance rw (RepeatWrapping|ClampToEdgeWrapping|MirroredRepeatWrapping)
>	DataArrayTexture	class	-	class extends Texture
>	DataArrayTexture.addLayerUpdate	method	-	instance (layerIndex: number) => void
>	DataArrayTexture.clearLayerUpdates	method	-	instance () => void
>	DataArrayTexture.constructor	constructor	-	instance (data: ?TypedArray = null, width: number = 1, height: number = 1, depth: number = 1) => DataArrayTexture
>	DataArrayTexture.isDataArrayTexture	field	-	instance ro boolean
>	DataArrayTexture.layerUpdates	field	-	instance rw Set<number>
>	DataArrayTexture.wrapR	field	-	instance rw (RepeatWrapping|ClampToEdgeWrapping|MirroredRepeatWrapping)
=	DataTexture	class	class extends Texture	class extends Texture
<	DataTexture.clone	method	instance () => DataTexture	-
!	DataTexture.constructor	constructor	instance (data?: Uint8ClampedArray, width: number = 1, height: number = 1, format: number = DEFAULT_RGBA_FORMAT, type: number = DEFAULT_UNSIGNED_BYTE_TYPE, mapping: number = DEFAULT_LINEAR_MAPPING, wrapS: WrappingMode = 0, wrapT: WrappingMode = 0, magFilter: number = DEFAULT_NEAREST_FILTER, minFilter: number = DEFAULT_NEAREST_FILTER, anisotropy: number = DEFAULT_ANISOTROPY, colorSpace: string = DEFAULT_NO_COLOR_SPACE) => DataTexture	instance (data: ?TypedArray = null, width: number = 1, height: number = 1, format: number = RGBAFormat, type: number = UnsignedByteType, mapping: number = Texture.DEFAULT_MAPPING, wrapS: number = ClampToEdgeWrapping, wrapT: number = ClampToEdgeWrapping, magFilter: number = NearestFilter, minFilter: number = NearestFilter, anisotropy: number = Texture.DEFAULT_ANISOTROPY, colorSpace: string = NoColorSpace) => DataTexture
<	DataTexture.copy	method	instance (source: Texture) => this	-
<	DataTexture.data	accessor	instance r ImageData | undefined	-
<	DataTexture.dispose	method	instance () => void	-
<	DataTexture.height	accessor	instance r number	-
<	DataTexture.image	accessor	instance rw SourceImage	-
!	DataTexture.isDataTexture	field	instance ro true	instance ro boolean
<	DataTexture.update	method	instance () => this	-
<	DataTexture.width	accessor	instance r number	-
=	DataTextureLoader	class	class extends Loader	class extends Loader
!	DataTextureLoader.constructor	constructor	instance (manager: LoadingManager | undefined = void 0) => DataTextureLoader	instance (manager?: LoadingManager) => DataTextureLoader
>	DataTextureLoader.createDataTexture	method	-	instance (buffer: ArrayBuffer) => DataTexture
!	DataTextureLoader.load	method	instance (url: string, onLoad?: (texture: DataTexture) => void, onProgress?: (event: ProgressEvent) => void, onError?: (err: unknown) => void) => void	instance (url: string, onLoad: function(DataTexture), onProgress: onProgressCallback, onError: onErrorCallback) => DataTexture
<	DataTextureLoader.parse	method	instance (_data: ArrayBuffer) => ParseResult | undefined	-
!	DataUtils	const/class	const { toHalfFloat(value: number): number; fromHalfFloat(value: number): number; }	class
>	DataUtils.constructor	constructor	-	instance () => DataUtils
>	DataUtils.fromHalfFloat	method	-	static (val: number) => number
>	DataUtils.toHalfFloat	method	-	static (val: number) => number
>	DecrementStencilOp	const	-	const number
>	DecrementWrapStencilOp	const	-	const number
=	DefaultLoadingManager	const	const LoadingManager	const LoadingManager
<	DepthBuffer	class	class	-
<	DepthBuffer.clear	method	instance () => void	-
<	DepthBuffer.constructor	constructor	instance (width: number, height: number) => DepthBuffer	-
<	DepthBuffer.data	accessor	instance r Uint16Array<ArrayBufferLike>	-
<	DepthBuffer.height	accessor	instance r number	-
<	DepthBuffer.resize	method	instance (width: number, height: number) => void	-
<	DepthBuffer.testAndSet	method	instance (x: number, y: number, depth: number) => boolean	-
<	DepthBuffer.width	accessor	instance r number	-
>	DepthFormat	const	-	const number
>	DepthStencilFormat	const	-	const number
>	DepthTexture	class	-	class extends Texture
>	DepthTexture.compareFunction	field	-	instance rw ?(NeverCompare|LessCompare|EqualCompare|LessEqualCompare|GreaterCompare|NotEqualCompare|GreaterEqualCompare|AlwaysCompare)
>	DepthTexture.constructor	constructor	-	instance (width: number, height: number, type: number = UnsignedIntType, mapping: number = Texture.DEFAULT_MAPPING, wrapS: number = ClampToEdgeWrapping, wrapT: number = ClampToEdgeWrapping, magFilter: number = NearestFilter, minFilter: number = NearestFilter, anisotropy: number = Texture.DEFAULT_ANISOTROPY, format: number = DepthFormat, depth: number = 1) => DepthTexture
>	DepthTexture.copy	method	-	instance (source: any) => this
>	DepthTexture.isDepthTexture	field	-	instance ro boolean
>	DepthTexture.toJSON	method	-	instance (meta: any) => any
>	DetachedBindMode	const	-	const string
=	DirectionalLight	class	class extends Light	class extends Light
<	DirectionalLight.clone	method	instance () => DirectionalLight	-
!	DirectionalLight.constructor	constructor	instance (color: number | string = 0xffffff, intensity: number = 1) => DirectionalLight	instance (color: (number|Color|string) = 0xffffff, intensity: number = 1) => DirectionalLight
!	DirectionalLight.copy	method	instance (source: DirectionalLight, recursive: boolean = true) => this	instance (source: any) => this
>	DirectionalLight.dispose	method	-	instance () => void
>	DirectionalLight.isDirectionalLight	field	-	instance ro boolean
<	DirectionalLight.lightType	field	instance rw number	-
>	DirectionalLight.shadow	field	-	instance rw DirectionalLightShadow
!	DirectionalLight.target	field	instance rw Node | undefined	instance rw Object3D
>	DirectionalLight.toJSON	method	-	instance (meta: any) => any
=	DirectionalLight.type	field	instance rw string	instance rw string
!	DirectionalLightHelper	class	class extends Node	class extends Object3D
<	DirectionalLightHelper.clone	method	instance () => DirectionalLightHelper	-
!	DirectionalLightHelper.color	accessor/field	instance rw Color | undefined	instance rw number|Color|string
!	DirectionalLightHelper.constructor	constructor	instance (light: DirectionalLight, size: number = 1, color?: ColorValue) => DirectionalLightHelper	instance (light: DirectionalLight, size: number = 1, color?: number|Color|string) => DirectionalLightHelper
<	DirectionalLightHelper.copy	method	instance (source: DirectionalLightHelper) => this	-
=	DirectionalLightHelper.dispose	method	instance () => void	instance () => void
<	DirectionalLightHelper.isDirectionalLightHelper	accessor	instance r true	-
!	DirectionalLightHelper.light	accessor/field	instance rw DirectionalLight	instance rw DirectionalLight
>	DirectionalLightHelper.lightPlane	field	-	instance rw Line
>	DirectionalLightHelper.matrix	field	-	instance rw any
>	DirectionalLightHelper.matrixAutoUpdate	field	-	instance rw boolean
<	DirectionalLightHelper.size	accessor	instance rw number	-
>	DirectionalLightHelper.targetLine	field	-	instance rw Line
=	DirectionalLightHelper.type	field	instance rw string	instance rw string
!	DirectionalLightHelper.update	method	instance () => this	instance () => void
>	DiscreteInterpolant	class	-	class extends Interpolant
>	DiscreteInterpolant.constructor	constructor	-	instance (parameterPositions: TypedArray, sampleValues: TypedArray, sampleSize: number, resultBuffer?: TypedArray) => DiscreteInterpolant
>	DiscreteInterpolant.interpolate_	method	-	instance (i1: any) => TypedArray
<	DistanceConstraint	class	class	-
<	DistanceConstraint.constructor	constructor	instance (particleA: Particle, particleB: Particle, options: DistanceConstraintOptions = {}) => DistanceConstraint	-
<	DistanceConstraint.currentLength	accessor	instance r number	-
<	DistanceConstraint.lastError	field	instance rw number	-
<	DistanceConstraint.particleA	field	instance ro Particle	-
<	DistanceConstraint.particleB	field	instance ro Particle	-
<	DistanceConstraint.restLength	field	instance ro number	-
<	DistanceConstraint.solve	method	instance () => this	-
<	DistanceConstraint.stiffness	field	instance ro number	-
<	DistanceConstraintOptions	record	interface { readonly restLength?: number; readonly stiffness?: number }	-
<	DistanceJoint	class	class extends PhysicsJoint	-
<	DistanceJoint.constructor	constructor	instance (options: DistanceJointOptions) => DistanceJoint	-
<	DistanceJoint.length	accessor	instance rw number	-
<	DistanceJoint.restLength	field	instance rw number	-
<	DistanceJoint.solve	method	instance (_deltaSeconds: number) => this	-
<	DistanceJoint.type	field	instance ro "distance"	-
<	DistanceJointOptions	record	interface extends PhysicsJointOptions { length?: number; restLength?: number }	-
=	DodecahedronGeometry	class	class extends PolyhedronGeometry	class extends PolyhedronGeometry
=	DodecahedronGeometry.constructor	constructor	instance (radius: number = 1, detail: number = 0) => DodecahedronGeometry	instance (radius: number = 1, detail: number = 0) => DodecahedronGeometry
>	DodecahedronGeometry.fromJSON	method	-	static (data: Object) => DodecahedronGeometry
>	DodecahedronGeometry.type	field	-	instance rw string
>	DoubleSide	const	-	const number
<	DragControls	class	class extends EventDispatcher	-
<	DragControls.activate	method	instance () => void	-
<	DragControls.camera	field	instance rw RaycastCamera	-
<	DragControls.constructor	constructor	instance (objects: readonly Node[], camera: RaycastCamera, domElement: ControlDomElement, raycaster: Raycaster = new Raycaster()) => DragControls	-
<	DragControls.deactivate	method	instance () => void	-
<	DragControls.dispose	method	instance () => void	-
<	DragControls.domElement	field	instance rw ControlDomElement	-
<	DragControls.enabled	field	instance rw boolean	-
<	DragControls.objects	field	instance rw Node[]	-
<	DragControls.raycaster	field	instance rw Raycaster	-
<	DragControls.recursive	field	instance rw boolean	-
<	DragControls.transformGroup	field	instance rw boolean	-
<	DragControlsEvent	record	interface { type: string; object: Node; point?: Vector3 }	-
<	DrawCall	class	class	-
<	DrawCall.centroid	field	instance rw Centroid	-
<	DrawCall.clipVerts	field	instance rw Float32Array<ArrayBufferLike>	-
<	DrawCall.constructor	constructor	instance (mesh: Node, material: Material, centroidX?: number, centroidY?: number, centroidZ?: number) => DrawCall	-
<	DrawCall.faceIndices	field	instance rw number[] | Uint16Array<ArrayBufferLike> | Uint32Array<ArrayBufferLike>	-
<	DrawCall.instanceColorB	field	instance rw number	-
<	DrawCall.instanceColorG	field	instance rw number	-
<	DrawCall.instanceColorR	field	instance rw number	-
<	DrawCall.lines	field	instance rw LineBuffer | undefined	-
<	DrawCall.material	field	instance rw Material	-
<	DrawCall.mesh	field	instance rw Node	-
<	DrawCall.primitive	field	instance rw "triangles" | "lines"	-
<	DrawCall.projectedVerts	field	instance rw Float32Array<ArrayBufferLike>	-
<	DrawCall.shadedColorData	field	instance rw Float32Array<ArrayBufferLike>	-
<	DrawCall.shadedColorStride	field	instance rw number	-
<	DrawCall.tileDistance	field	instance rw number	-
<	DrawCall.triangles	field	instance rw unknown	-
<	DrawCall.vertCount	field	instance rw number	-
<	DrawCall.vertexColorData	field	instance rw ArrayLike<number>	-
<	DrawCall.vertexColorItemSize	field	instance rw number	-
<	DrawCall.worldPositions	field	instance rw Float32Array<ArrayBufferLike>	-
<	DrawList	class	class	-
<	DrawList.__@iterator@3164	method	instance () => Iterator<DrawCall, any, any>	-
<	DrawList.add	method	instance (drawCall: DrawCall) => void	-
<	DrawList.calls	accessor	instance r DrawCall[]	-
<	DrawList.clear	method	instance () => void	-
<	DrawList.constructor	constructor	instance () => DrawList	-
<	DrawList.length	accessor	instance r number	-
<	DrawList.lights	field	instance rw Record<string, unknown>[]	-
<	DrawPrioritySorter	class	class	-
<	DrawPrioritySorter.constructor	constructor	instance () => DrawPrioritySorter	-
<	DrawPrioritySorter.sort	method	instance (drawList: DrawList) => void	-
>	DstAlphaFactor	const	-	const number
>	DstColorFactor	const	-	const number
>	DynamicCopyUsage	const	-	const number
>	DynamicDrawUsage	const	-	const number
>	DynamicReadUsage	const	-	const number
<	EPSILON	const	const 0.000001	-
<	EXRCompression	record	type = "none"	-
<	EXRExporter	class	class	-
<	EXRExporter.constructor	constructor	instance () => EXRExporter	-
<	EXRExporter.parse	method	instance (source: DataTexture | EXRPixelSource, options: EXRExporterOptions = {}) => Uint8Array<ArrayBufferLike>	-
<	EXRExporter.parseAsync	method	instance (source: DataTexture | EXRPixelSource, options: EXRExporterOptions = {}) => Promise<Uint8Array<ArrayBufferLike>>	-
<	EXRExporterOptions	record	interface { readonly compression?: EXRCompression; readonly displayWindow?: { readonly width: number; readonly height: number }; readonly generator?: string }	-
<	EXRPixelArray	record	type = | Uint8Array | Uint8ClampedArray | Uint16Array | Float32Array	-
<	EXRPixelSource	record	interface { readonly data: EXRPixelArray; readonly width: number; readonly height: number; readonly type?: "uint8" | "half" | "float" }	-
<	EdgeWalker	class	class	-
<	EdgeWalker.constructor	constructor	instance () => EdgeWalker	-
<	EdgeWalker.walk	method	instance (x1: number, y1: number, x2: number, y2: number, callback: (x: number, y: number) => void, width?: number, height?: number) => void	-
!	EdgesGeometry	class	class extends Geometry	class extends BufferGeometry
!	EdgesGeometry.constructor	constructor	instance (geometry: Geometry, thresholdAngle: number = 1) => EdgesGeometry	instance (geometry: ?BufferGeometry = null, thresholdAngle: number = 1) => EdgesGeometry
>	EdgesGeometry.copy	method	-	instance (source: any) => this
!	EdgesGeometry.parameters	field	instance rw Record<string, unknown>	instance rw Object
=	EdgesGeometry.type	field	instance rw string	instance rw string
=	EllipseCurve	class	class extends Curve	class extends Curve
>	EllipseCurve.aClockwise	field	-	instance rw boolean
>	EllipseCurve.aEndAngle	field	-	instance rw number
>	EllipseCurve.aRotation	field	-	instance rw number
>	EllipseCurve.aStartAngle	field	-	instance rw number
>	EllipseCurve.aX	field	-	instance rw number
>	EllipseCurve.aY	field	-	instance rw number
<	EllipseCurve.clockwise	accessor	instance rw boolean	-
<	EllipseCurve.clone	method	instance () => EllipseCurve	-
!	EllipseCurve.constructor	constructor	instance (cx: number = 0, cy: number = 0, xRadius: number = 1, yRadius: number = 1, startAngle: number = 0, endAngle: number = Math.PI * 2, clockwise: boolean = false, rotation: number = 0) => EllipseCurve	instance (aX: number = 0, aY: number = 0, xRadius: number = 1, yRadius: number = 1, aStartAngle: number = 0, aEndAngle: number = Math.PI * 2, aClockwise: boolean = false, aRotation: number = 0) => EllipseCurve
!	EllipseCurve.copy	method	instance (source: EllipseCurve) => this	instance (source: any) => this
<	EllipseCurve.cx	accessor	instance rw number	-
<	EllipseCurve.cy	accessor	instance rw number	-
<	EllipseCurve.endAngle	accessor	instance rw number	-
!	EllipseCurve.fromJSON	method	instance (json: Record<string, unknown>) => this	instance (json: any) => this
!	EllipseCurve.getPoint	method	instance (t: number, target: Vector2 = new Vector2()) => Vector2	instance (t: number, optionalTarget: Vector2 = new Vector2()) => Vector2
!	EllipseCurve.isEllipseCurve	field	instance ro true	instance ro boolean
<	EllipseCurve.rotation	accessor	instance rw number	-
<	EllipseCurve.startAngle	accessor	instance rw number	-
!	EllipseCurve.toJSON	method	instance () => Record<string, unknown>	instance () => any
=	EllipseCurve.type	field	instance rw string	instance rw string
!	EllipseCurve.xRadius	accessor/field	instance rw number	instance rw number
!	EllipseCurve.yRadius	accessor/field	instance rw number	instance rw number
>	EqualCompare	const	-	const number
>	EqualDepth	const	-	const number
>	EqualStencilFunc	const	-	const number
>	EquirectangularReflectionMapping	const	-	const number
>	EquirectangularRefractionMapping	const	-	const number
=	Euler	class	class	class
>	Euler.DEFAULT_ORDER	field	-	static rw string
>	Euler.__@iterator@5982	method	-	instance () => Generator<string | number, void, unknown>
>	Euler._onChange	method	-	instance (callback: any) => this
>	Euler._onChangeCallback	method	-	instance () => void
>	Euler._order	field	-	instance rw string
>	Euler._x	field	-	instance rw number
>	Euler._y	field	-	instance rw number
>	Euler._z	field	-	instance rw number
=	Euler.clone	method	instance () => Euler	instance () => Euler
!	Euler.constructor	constructor	instance (x: number = 0, y: number = 0, z: number = 0, order: EulerOrder = "XYZ") => Euler	instance (x: number = 0, y: number = 0, z: number = 0, order: string = Euler.DEFAULT_ORDER) => Euler
!	Euler.copy	method	instance (euler: Euler) => this	instance (euler: Euler) => Euler
=	Euler.equals	method	instance (euler: Euler) => boolean	instance (euler: Euler) => boolean
!	Euler.fromArray	method	instance (array: [number, number, number, EulerOrder?]) => this	instance (array: Array<number,number,number,?string>) => Euler
>	Euler.isEuler	field	-	instance ro boolean
!	Euler.order	accessor	instance rw EulerOrder	instance rw string
!	Euler.reorder	method	instance (newOrder: EulerOrder) => this	instance (newOrder?: string) => Euler
!	Euler.set	method	instance (x: number, y: number, z: number, order?: EulerOrder) => this	instance (x: number, y: number, z: number, order: string = this._order) => Euler
!	Euler.setFromQuaternion	method	instance (q: Quaternion, order?: EulerOrder) => this	instance (q: Quaternion, order?: string, update: boolean = true) => Euler
!	Euler.setFromRotationMatrix	method	instance (m: Matrix4 | { elements: number[] }, order?: EulerOrder) => this	instance (m: Matrix4, order: string = this._order, update: boolean = true) => Euler
>	Euler.setFromVector3	method	-	instance (v: Vector3, order: string = this._order) => Euler
<	Euler.setOnChangeCallback	method	instance (callback: () => void) => this	-
!	Euler.toArray	method	instance (array: number[] = [], offset: number = 0) => number[]	instance (array: Array<number,number,number,string> = [], offset: number = 0) => Array<number,number,number,string>
=	Euler.x	accessor	instance rw number	instance rw number
=	Euler.y	accessor	instance rw number	instance rw number
=	Euler.z	accessor	instance rw number	instance rw number
=	EventDispatcher	class	class	class
>	EventDispatcher._listeners	field	-	instance rw {} | undefined
!	EventDispatcher.addEventListener	method	instance (type: string, listener: EventListener) => this	instance (type: string, listener: Function) => void
=	EventDispatcher.constructor	constructor	instance () => EventDispatcher	instance () => EventDispatcher
!	EventDispatcher.dispatchEvent	method	instance (event: Event) => void	instance (event: Object) => void
!	EventDispatcher.hasEventListener	method	instance (type: string, listener: EventListener) => boolean	instance (type: string, listener: Function) => boolean
!	EventDispatcher.removeEventListener	method	instance (type: string, listener: EventListener) => this	instance (type: string, listener: Function) => void
>	ExternalTexture	class	-	class extends Texture
>	ExternalTexture.constructor	constructor	-	instance (sourceTexture: ?(WebGLTexture|GPUTexture) = null) => ExternalTexture
>	ExternalTexture.copy	method	-	instance (source: any) => this
>	ExternalTexture.isExternalTexture	field	-	instance ro boolean
>	ExternalTexture.sourceTexture	field	-	instance rw ?(WebGLTexture|GPUTexture)
!	ExtrudeGeometry	class	class extends Geometry	class extends BufferGeometry
!	ExtrudeGeometry.constructor	constructor	instance (shapes: ExtrudeShape | ExtrudeShape[], options: ExtrudeOptions = {}) => ExtrudeGeometry	instance (shapes: Shape|Array<Shape> = new Shape( [ new Vector2( 0.5, 0.5 ), new Vector2( - 0.5, 0.5 ), new Vector2( - 0.5, - 0.5 ), new Vector2( 0.5, - 0.5 ) ] ), options: ExtrudeGeometry~Options = {}) => ExtrudeGeometry
>	ExtrudeGeometry.copy	method	-	instance (source: any) => this
>	ExtrudeGeometry.fromJSON	method	-	static (data: Object, shapes: Array<Shape>) => ExtrudeGeometry
>	ExtrudeGeometry.parameters	field	-	instance rw Object
>	ExtrudeGeometry.toJSON	method	-	instance () => any
>	ExtrudeGeometry.type	field	-	instance rw string
=	FileLoader	class	class extends Loader	class extends Loader
!	FileLoader.abort	method	instance () => this	instance () => FileLoader
<	FileLoader.cacheKey	method	instance (url: string) => string	-
!	FileLoader.constructor	constructor	instance (manager: LoadingManager | undefined = void 0) => FileLoader	instance (manager?: LoadingManager) => FileLoader
!	FileLoader.load	method	instance (url: string, onLoad?: ((data: unknown) => void) | undefined, onProgress?: ((event: ProgressEvent) => void) | undefined, onError?: ((err: unknown) => void) | undefined) => void	instance (url: string, onLoad: function(any), onProgress?: onProgressCallback, onError?: onErrorCallback) => void
!	FileLoader.mimeType	accessor/field	instance rw string	instance rw string
!	FileLoader.responseType	accessor/field	instance rw FileResponseType	instance rw ('arraybuffer'|'blob'|'document'|'json'|'')
>	FileLoader.setMimeType	method	-	instance (value: string) => FileLoader
>	FileLoader.setResponseType	method	-	instance (value: ('arraybuffer'|'blob'|'document'|'json'|'')) => FileLoader
<	FileResponseType	record	type = | "" | "arraybuffer" | "blob" | "document" | "json" | "text"	-
<	FirstPersonControls	class	class extends EventDispatcher	-
<	FirstPersonControls.activeLook	field	instance rw boolean	-
<	FirstPersonControls.autoForward	field	instance rw boolean	-
<	FirstPersonControls.camera	field	instance rw FirstPersonCamera	-
<	FirstPersonControls.constrainVertical	field	instance rw boolean	-
<	FirstPersonControls.constructor	constructor	instance (camera: FirstPersonCamera, domElement: ControlDomElement) => FirstPersonControls	-
<	FirstPersonControls.dispose	method	instance () => void	-
<	FirstPersonControls.domElement	field	instance rw ControlDomElement	-
<	FirstPersonControls.enabled	field	instance rw boolean	-
<	FirstPersonControls.handleResize	method	instance () => void	-
<	FirstPersonControls.heightCoef	field	instance rw number	-
<	FirstPersonControls.heightSpeed	field	instance rw boolean	-
<	FirstPersonControls.lookSpeed	field	instance rw number	-
<	FirstPersonControls.lookVertical	field	instance rw boolean	-
<	FirstPersonControls.movementSpeed	field	instance rw number	-
<	FirstPersonControls.update	method	instance (delta?: number) => boolean	-
<	FirstPersonControls.verticalMax	field	instance rw number	-
<	FirstPersonControls.verticalMin	field	instance rw number	-
<	FlatKeyframe	record	interface { readonly time: number; readonly [property: string]: unknown }	-
<	FlatShader	class	class	-
<	FlatShader.constructor	constructor	instance () => FlatShader	-
<	FlatShader.shade	method	instance (nx: number, ny: number, nz: number, lights: Record<string, unknown>[], ambientIntensity: number = 0.1, wx: number = 0, wy: number = 0, wz: number = 0) => RGB	-
>	Float16BufferAttribute	class	-	class extends BufferAttribute
>	Float16BufferAttribute.constructor	constructor	-	instance (array: (Array<number>|Uint16Array), itemSize: number, normalized: boolean = false) => Float16BufferAttribute
>	Float16BufferAttribute.getW	method	-	instance (index: any) => number
>	Float16BufferAttribute.getX	method	-	instance (index: any) => number
>	Float16BufferAttribute.getY	method	-	instance (index: any) => number
>	Float16BufferAttribute.getZ	method	-	instance (index: any) => number
>	Float16BufferAttribute.isFloat16BufferAttribute	field	-	instance rw boolean
>	Float16BufferAttribute.setW	method	-	instance (index: any, w: any) => this
>	Float16BufferAttribute.setX	method	-	instance (index: any, x: any) => this
>	Float16BufferAttribute.setXY	method	-	instance (index: any, x: any, y: any) => this
>	Float16BufferAttribute.setXYZ	method	-	instance (index: any, x: any, y: any, z: any) => this
>	Float16BufferAttribute.setXYZW	method	-	instance (index: any, x: any, y: any, z: any, w: any) => this
>	Float16BufferAttribute.setY	method	-	instance (index: any, y: any) => this
>	Float16BufferAttribute.setZ	method	-	instance (index: any, z: any) => this
>	Float32BufferAttribute	class	-	class extends BufferAttribute
>	Float32BufferAttribute.constructor	constructor	-	instance (array: (Array<number>|Float32Array), itemSize: number, normalized: boolean = false) => Float32BufferAttribute
>	FloatType	const	-	const number
<	FlyControls	class	class extends EventDispatcher	-
<	FlyControls.autoForward	field	instance rw boolean	-
<	FlyControls.camera	field	instance rw FlyCamera	-
<	FlyControls.constructor	constructor	instance (camera: FlyCamera, domElement: ControlDomElement) => FlyControls	-
<	FlyControls.dispose	method	instance () => void	-
<	FlyControls.domElement	field	instance rw ControlDomElement	-
<	FlyControls.dragToLook	field	instance rw boolean	-
<	FlyControls.enabled	field	instance rw boolean	-
<	FlyControls.movementSpeed	field	instance rw number	-
<	FlyControls.movementSpeedMultiplier	field	instance rw number	-
<	FlyControls.rollSpeed	field	instance rw number	-
<	FlyControls.update	method	instance (delta: number) => boolean	-
=	Fog	class	class	class
=	Fog.clone	method	instance () => Fog	instance () => Fog
!	Fog.color	accessor/field	instance r Color	instance rw Color
!	Fog.constructor	constructor	instance (options: FogOptions = {}) => Fog	instance (color: number|Color, near: number = 1, far: number = 1000) => Fog
<	Fog.copy	method	instance (source: Fog) => this	-
<	Fog.density	accessor	instance rw number	-
!	Fog.far	accessor/field	instance rw number	instance rw number
!	Fog.isFog	accessor/field	instance r boolean	instance ro boolean
<	Fog.isFogExp2	accessor	instance r boolean	-
<	Fog.lut	accessor	instance r Float32Array<ArrayBufferLike>	-
<	Fog.lutNeedsUpdate	accessor	instance r boolean	-
<	Fog.mode	accessor	instance rw FogModeType	-
!	Fog.name	accessor/field	instance rw string	instance rw string
!	Fog.near	accessor/field	instance rw number	instance rw number
